blockNumber,min_min,max_max,total_difference
12055421,1771.9201,1774.609,2.688899999999876
12055471,1758.7183,1762.4739,3.7555999999999585
12056102,1751.8528,1758.4421,6.589300000000094
12056203,1757.1401,1764.3383,7.198199999999815
12056429,1766.8486,1771.6005,4.751899999999978
12056647,1760.2689,1761.7737,1.504799999999932
12056763,1765.7869,1766.8482,1.0612999999998465
12056893,1755.4877,1764.6883,9.200600000000122
12056913,1763.8482,1772.9935,9.145300000000134
12057217,1774.604,1776.3981,1.7941000000000713
12057272,1781.4647,1788.8165,7.351799999999912
12057689,1792.4461,1793.2952,0.849100000000135
12057748,1799.665,1803.862,4.197000000000116
12057874,1813.1267,1818.5012,5.374499999999898
12057987,1824.0301,1827.3,3.269900000000007
12058235,1831.9784,1834.6471,2.6686999999999443
12062154,1811.4639,1815.0536,3.5896999999999935
12062384,1803.7493,1808.5348,4.785499999999956
12062543,1796.5714,1799.4023,2.8308999999999287
12063205,1790.3001,1791.3127,1.0126000000000204
12063253,1790.9848,1793.4199,2.4351000000001477
12063511,1804.4724,1805.3208,0.8483999999998559
12063556,1808.5394,1820.2968,11.757400000000189
12063621,1823.4121,1827.6656,4.253500000000031
12063868,1815.8002,1818.9732,3.173000000000002
12064307,1808.1581,1808.8337,0.6755999999998039
12064398,1802.8609,1804.4506,1.5896999999999935
12064537,1790.8492,1791.2084,0.3591999999998734
12064671,1774.6256,1779.7258,5.100199999999859
12064706,1767.4148,1770.8688,3.453999999999951
12064855,1770.896,1771.4246,0.5286000000000968
12065352,1781.2205,1785.7443,4.523800000000165
12065803,1779.2777,1781.8828,2.605099999999993
12065860,1765.7254,1772.0364,6.310999999999922
12065900,1738.3758,1745.8666,7.490800000000036
12065908,1737.608,1742.6545,5.046500000000151
12065976,1749.148,1752.0925,2.944500000000062
12066054,1757.8744,1758.249,0.3746000000001004
12066249,1766.6681,1768.109,1.4408999999998287
12066486,1776.8373,1779.4105,2.5732000000000426
12067451,1800.0484,1804.1834,4.134999999999991
12067527,1797.5848,1800.8385,3.2536999999999807
12068037,1798.0476,1811.1155,13.067900000000009
12068261,1809.9436,1814.2463,4.302699999999959
12068435,1807.7264,1809.2514,1.525000000000091
12068771,1805.6131,1811.8136,6.20049999999992
12069057,1821.2897,1822.5387,1.2490000000000236
12069278,1809.0797,1811.0942,2.014499999999998
12069789,1807.0218,1812.6443,5.622499999999945
12070182,1815.9573,1820.7905,4.8332000000000335
12070995,1825.2807,1826.5897,1.308999999999969
12071291,1828.3382,1834.4156,6.077400000000125
12071355,1825.5579,1828.3709,2.8129999999998745
12071451,1816.4346,1821.9512,5.516599999999926
12071654,1817.7423,1821.9932,4.2509000000000015
12071979,1815.5799,1820.7776,5.197699999999941
12072336,1803.8928,1806.5237,2.630899999999883
12072429,1810.4849,1811.164,0.6791000000000622
12072750,1817.0575,1823.6756,6.61810000000014
12072910,1827.2764,1830.1312,2.8548000000000684
12074617,1825.2547,1830.1464,4.891700000000128
12075414,1833.813,1834.9862,1.1731999999999516
12075609,1840.1481,1841.6869,1.53879999999981
12075876,1850.0194,1850.6516,0.6322000000000116
12075910,1855.9079,1860.7515,4.843600000000151
12076028,1855.1951,1860.7271,5.532000000000153
12076100,1844.153,1847.6395,3.486499999999978
12076374,1849.156,1851.1027,1.9466999999999643
12077751,1843.1736,1849.7484,6.574799999999868
12077828,1828.2569,1831.2731,3.016200000000026
12077890,1825.2124,1827.9251,2.7127000000000407
12078287,1826.9195,1829.1542,2.2346999999999753
12078572,1824.8233,1826.9952,2.1719000000000506
12078736,1816.619,1818.1118,1.4927999999999884
12078845,1790.9862,1800.8536,9.867399999999861
12078932,1807.6471,1808.5837,0.9365999999999985
12079121,1800.9959,1806.2051,5.20920000000001
12079551,1785.0167,1786.1876,1.1709000000000742
12080052,1775.5469,1777.3331,1.786200000000008
12080535,1775.233,1778.5163,3.283300000000054
12082221,1765.5417,1767.5387,1.997000000000071
12082320,1769.9898,1776.6278,6.63799999999992
12082384,1780.7053,1782.3822,1.6768999999999323
12082874,1790.4843,1792.9758,2.49149999999986
12083138,1780.2863,1781.255,0.9687000000001262
12083831,1785.334,1787.5709,2.2368999999998778
12084300,1798.286,1798.6145,0.328499999999849
12085007,1791.7174,1797.7078,5.990399999999909
12085067,1784.1973,1787.1988,3.001499999999851
12085440,1767.0567,1778.3453,11.28859999999986
12085488,1762.9111,1768.5554,5.64429999999993
12085900,1766.3238,1769.0852,2.7614000000000942
12086233,1779.2535,1786.8644,7.610899999999901
12086817,1782.723,1791.5456,8.822599999999966
12087579,1780.8522,1782.8664,2.0142000000000735
12087702,1771.3468,1778.571,7.2241999999998825
12087967,1779.2318,1780.8654,1.6335999999998876
12088026,1789.8743,1792.0449,2.1706000000001495
12088039,1792.628,1798.9808,6.352800000000116
12088551,1793.0863,1793.8948,0.8085000000000946
12088677,1787.4438,1787.7964,0.3525999999999385
12088952,1774.3924,1775.1225,0.7300999999999931
12089677,1773.6867,1775.5946,1.9078999999999269
12089751,1763.216,1767.7239,4.507900000000063
12089853,1768.4633,1771.0639,2.600600000000213
12090008,1772.9659,1776.3171,3.3512000000000626
12090313,1767.2547,1771.2311,3.9764000000000124
12090430,1763.3111,1767.8889,4.577800000000025
12090466,1749.444,1755.927,6.482999999999947
12090545,1736.2335,1745.1124,8.87889999999993
12090616,1745.0158,1749.1643,4.148500000000013
12090674,1727.1951,1746.4984,19.303300000000036
12090851,1724.99,1744.1116,19.121599999999944
12090870,1691.1018,1700.2934,9.191600000000108
12090874,1690.1525,1696.3797,6.227200000000039
12090923,1683.1408,1693.2791,10.138300000000072
12091006,1685.3488,1696.7404,11.391599999999926
12091233,1663.5797,1673.8319,10.252199999999903
12091240,1663.0273,1666.9225,3.8951999999999316
12091273,1672.2321,1685.6613,13.429200000000037
12091285,1679.3491,1685.1449,5.795800000000099
12092118,1692.8372,1693.3742,0.5370000000000346
12092214,1697.8617,1704.0248,6.163099999999986
12092552,1691.5083,1694.9494,3.441100000000006
12093189,1664.1781,1689.7434,25.56529999999998
12093226,1664.7336,1672.5165,7.782899999999927
12093430,1663.0031,1665.4996,2.4965000000001965
12093887,1669.1467,1672.7423,3.5955999999998767
12094156,1677.0491,1678.4309,1.381800000000112
12094760,1684.1401,1690.2084,6.068299999999908
12095064,1692.3066,1702.3918,10.085200000000214
12095450,1705.9803,1712.6295,6.649200000000064
12095751,1694.1636,1699.1256,4.961999999999989
12096124,1694.8996,1703.7709,8.87130000000002
12096224,1704.716,1709.8676,5.151600000000144
12097001,1701.1449,1706.328,5.183099999999968
12097365,1689.9158,1694.8818,4.966000000000122
12097392,1684.6526,1687.5018,2.84920000000011
12097420,1675.3481,1677.5708,2.2227000000000317
12097519,1669.11,1670.8756,1.7656000000001768
12097875,1671.294,1676.043,4.748999999999796
12098315,1666.2424,1670.4329,4.190499999999929
12098374,1659.2218,1660.5233,1.3015000000000327
12098622,1660.9724,1664.765,3.792599999999993
12098761,1670.24,1670.9724,0.7324000000000979
12099236,1676.7638,1679.9113,3.1475000000000364
12099628,1676.7415,1679.2032,2.461699999999837
12099929,1665.0674,1669.1764,4.109000000000151
12100006,1668.93,1678.9957,10.065699999999879
12100025,1679.5435,1681.4275,1.8840000000000146
12100149,1688.5445,1706.2306,17.686100000000124
12100473,1705.4907,1720.78,15.289299999999912
12101447,1716.2168,1728.0521,11.835300000000188
12101458,1727.6038,1731.7492,4.145399999999881
12101940,1720.9238,1724.023,3.0991999999998825
12102613,1715.5654,1716.7037,1.138300000000072
12102891,1697.2092,1701.234,4.024799999999914
12103136,1693.5691,1697.6819,4.112800000000107
12103262,1676.3375,1677.2834,0.9458999999999378
12103386,1659.2877,1670.1494,10.861699999999928
12103534,1629.8588,1639.2799,9.421100000000024
12103551,1628.9628,1634.5044,5.541600000000017
12103669,1615.7329,1623.3404,7.607500000000073
12103685,1601.6527,1620.1628,18.510099999999966
12103694,1602.4269,1617.9423,15.5154
12103714,1615.8128,1620.2436,4.43080000000009
12103750,1588.6007,1605.5363,16.935600000000022
12103824,1603.8755,1607.9046,4.029099999999971
12103852,1612.2862,1625.0613,12.775100000000066
12104173,1594.7215,1607.9479,13.226399999999785
12104243,1564.3568,1584.4861,20.129300000000057
12104257,1564.5787,1570.9243,6.345599999999877
12104308,1555.6461,1565.9219,10.275800000000118
12104321,1563.9653,1570.6244,6.659099999999853
12104344,1578.7949,1582.9585,4.16359999999986
12104367,1582.5941,1585.2609,2.6667999999999665
12104557,1579.8398,1583.2279,3.3881000000001222
12104632,1585.2592,1590.5789,5.319700000000012
12104762,1573.927,1584.5226,10.595600000000104
12104799,1584.0612,1591.2841,7.2228999999999814
12104925,1582.8438,1588.1041,5.260299999999916
12105165,1572.1004,1574.9332,2.8327999999999065
12105253,1564.5754,1570.1526,5.577199999999948
12105275,1553.7494,1560.1229,6.373500000000149
12105310,1558.3806,1563.4664,5.085800000000063
12105325,1557.7417,1560.4189,2.677199999999857
12105386,1561.3876,1565.0393,3.6516999999998916
12105665,1570.0539,1570.7482,0.6942999999998847
12105897,1573.2482,1576.8409,3.5926999999999225
12106153,1582.19,1584.9815,2.791500000000042
12106922,1577.4902,1580.838,3.3478000000000065
12106959,1580.0638,1586.6973,6.63350000000014
12106990,1587.1629,1588.7399,1.5769999999999982
12107117,1596.7335,1601.8618,5.128299999999854
12107415,1604.533,1609.5645,5.031500000000051
12107717,1616.1361,1616.423,0.28690000000005966
12107917,1599.0399,1608.1388,9.098899999999958
12107955,1597.6686,1598.7076,1.0389999999999873
12108020,1566.1955,1581.7291,15.533599999999979
12108029,1566.6819,1572.8325,6.15059999999994
12108085,1556.0807,1563.072,6.99129999999991
12108145,1566.3405,1578.9581,12.617600000000039
12108393,1586.4409,1591.3088,4.867899999999963
12108545,1603.0171,1608.0369,5.019800000000032
12108664,1598.6099,1601.7157,3.1058000000000447
12108912,1589.1357,1600.5015,11.365800000000036
12109047,1583.341,1585.811,2.4700000000000273
12109068,1575.2574,1578.5406,3.283200000000079
12109086,1580.0215,1592.8956,12.874099999999999
12109100,1592.6548,1598.7144,6.059600000000046
12109164,1581.53,1584.5161,2.9861000000000786
12109497,1601.1595,1606.4491,5.289600000000064
12109776,1611.6038,1612.9037,1.2998999999999796
12110871,1606.7852,1617.8712,11.086000000000013
12110932,1588.201,1590.6537,2.45270000000005
12110948,1585.2539,1588.9642,3.710299999999961
12111397,1610.7231,1617.2333,6.510200000000168
12111477,1616.4289,1620.5796,4.150699999999915
12111966,1616.554,1617.4411,0.8870999999999185
12112421,1617.3376,1618.6379,1.3002999999998792
12112655,1619.1855,1623.5029,4.317399999999907
12113194,1610.3221,1617.3022,6.980099999999993
12113390,1623.737,1630.2791,6.542099999999891
12113904,1623.2476,1625.4251,2.177500000000009
12114753,1629.0883,1633.9647,4.876400000000103
12114936,1632.4041,1642.418,10.013899999999921
12115006,1648.1609,1650.4914,2.330500000000029
12115682,1646.6643,1661.0704,14.406100000000151
12115742,1660.3618,1670.5555,10.193700000000035
12116488,1658.6271,1659.8361,1.20900000000006
12116692,1657.9243,1658.8625,0.9382000000000517
12116831,1668.5384,1670.5268,1.9884000000001834
12117072,1665.2816,1668.2752,2.993600000000015
12117184,1680.828,1685.7096,4.881599999999935
12117273,1687.6923,1689.6023,1.9100000000000819
12117644,1687.2724,1689.191,1.9185999999999694
12117752,1690.7441,1693.1392,2.395100000000184
12117807,1706.4232,1706.8563,0.4330999999999676
12117860,1713.842,1716.7998,2.9577999999999065
12118011,1707.057,1707.853,0.7960000000000491
12118067,1697.7446,1702.3424,4.5978000000000065
12118884,1693.5191,1695.2019,1.682800000000043
12119838,1695.2386,1699.1383,3.8997000000001663
12120069,1687.6595,1688.6299,0.9703999999999269
12120330,1691.2507,1693.5887,2.3379999999999654
12120719,1679.1118,1683.4152,4.3034000000000106
12121021,1671.6843,1674.7703,3.0860000000000127
12121475,1674.8858,1681.0066,6.120799999999917
12122066,1686.1029,1688.3908,2.2878999999998086
12123339,1711.297,1713.0016,1.7046000000000276
12124265,1710.5141,1719.7145,9.200399999999945
12124461,1705.9786,1709.3389,3.360300000000052
12124728,1706.6695,1710.1358,3.4663000000000466
12125511,1715.5385,1716.8376,1.299099999999953
12126317,1716.6883,1717.5441,0.8558000000000447
12127034,1712.1542,1713.3115,1.1573000000000775
12127576,1685.1354,1689.4447,4.309300000000121
12128446,1704.7534,1705.6391,0.8857000000000426
12129185,1700.0676,1703.9745,3.9068999999999505
12129270,1687.8083,1696.0906,8.282300000000077
12129471,1665.6607,1677.5952,11.934500000000071
12130239,1669.2158,1670.9574,1.7416000000000622
12130345,1675.626,1678.0199,2.3939000000000306
12131085,1683.182,1687.292,4.1099999999999
12131431,1685.5929,1690.2913,4.698399999999992
12132252,1691.0614,1693.5519,2.4904999999998836
12133017,1707.383,1709.2013,1.8182999999999083
12133165,1714.0738,1730.9454,16.87160000000017
12133178,1730.4933,1734.8528,4.359499999999798
12133226,1735.9918,1739.6788,3.686999999999898
12133351,1746.3678,1752.1098,5.741999999999962
12133416,1754.1412,1761.0339,6.892699999999877
12133529,1762.9573,1764.8241,1.866800000000012
12134911,1771.7684,1774.9054,3.137000000000171
12135129,1786.4379,1788.5198,2.0819000000001324
12135285,1791.3652,1798.6601,7.294900000000098
12135399,1804.1822,1813.8227,9.640499999999975
12135431,1825.8505,1828.3775,2.5270000000000437
12135440,1824.0591,1828.298,4.238900000000058
12135712,1812.6967,1820.9101,8.213400000000092
12135878,1822.8697,1832.8785,10.008800000000065
12136113,1816.4931,1824.2304,7.737300000000005
12136235,1810.6362,1811.7727,1.1365000000000691
12137060,1804.1396,1808.8988,4.759199999999964
12137233,1813.6921,1814.5688,0.876700000000028
12137565,1813.5523,1815.9006,2.348299999999881
12137831,1799.5013,1807.7345,8.233200000000124
12137958,1792.4102,1796.9427,4.532500000000027
12138540,1794.8589,1796.166,1.3070999999999913
12139002,1804.0059,1832.6486,28.642699999999877
12139266,1816.514,1819.3703,2.8563000000001466
12139849,1817.4414,1821.046,3.6046000000001186
12139975,1832.6869,1837.7322,5.0452999999999975
12140154,1809.6969,1835.463,25.76610000000005
12140272,1830.8965,1836.102,5.205500000000029
12140314,1830.7217,1833.8444,3.1226999999998952
12140490,1840.6863,1842.3111,1.6247999999998228
12140647,1841.1737,1843.7719,2.598199999999906
12141063,1833.8228,1836.1964,2.373600000000124
12141235,1837.2373,1843.0022,5.764899999999898
12141497,1832.0555,1833.0069,0.9514000000001488
12142120,1837.0923,1841.4049,4.312599999999975
12142557,1841.9098,1846.725,4.815200000000004
12143318,1843.9797,1844.328,0.34829999999988104
12143477,1842.4229,1845.4144,2.99149999999986
12143980,1844.0972,1848.039,3.9418000000000575
12144079,1855.0875,1857.1531,2.065599999999904
12144221,1851.6605,1854.758,3.097500000000082
12144593,1834.7896,1841.9919,7.202299999999923
12144785,1814.3626,1821.357,6.9944000000000415
12145512,1830.1987,1838.7457,8.547000000000025
12145532,1838.2553,1842.5705,4.315200000000004
12145868,1849.3942,1850.9038,1.5096000000000913
12145903,1806.6199,1815.6528,9.032900000000154
12145911,1806.6199,1809.7027,3.082800000000134
12145950,1777.6641,1797.99,20.325900000000047
12145962,1777.2046,1784.5723,7.3677000000000135
12145966,1777.2046,1785.0727,7.868099999999913
12146250,1803.1392,1808.747,5.6077999999999975
12146539,1796.9938,1798.1269,1.133100000000013
12146826,1799.4185,1803.1878,3.76929999999993
12147066,1811.3939,1812.5457,1.1517999999998665
12147431,1824.7408,1827.2128,2.47199999999998
12147630,1830.1686,1841.1556,10.98700000000008
12147817,1835.3214,1843.1543,7.832899999999881
12148077,1850.2217,1853.4719,3.25019999999995
12148327,1844.9311,1859.9312,15.000099999999975
12148595,1853.0103,1858.5187,5.508400000000165
12148767,1857.4418,1875.123,17.68119999999999
12148960,1901.0555,1908.4835,7.428000000000111
12149062,1901.8556,1909.2946,7.438999999999851
12149168,1898.8084,1906.1835,7.375100000000202
12149322,1909.1554,1924.3355,15.180099999999811
12149413,1917.3093,1921.6543,4.345000000000027
12149466,1926.9267,1931.8851,4.958399999999983
12149878,1921.9056,1923.9108,2.005200000000059
12149924,1880.1288,1916.8777,36.74890000000005
12149931,1880.1288,1913.9452,33.81640000000016
12150690,1925.7887,1932.9068,7.118099999999913
12151077,1924.0887,1929.4094,5.320699999999988
12151093,1923.2959,1928.0039,4.707999999999856
12151590,1909.6888,1911.4281,1.7393000000001848
12152078,1915.7999,1918.9306,3.1306999999999334
12152143,1909.4405,1912.8538,3.413300000000163
12152246,1915.1981,1919.9849,4.786799999999857
12152482,1926.9018,1934.3228,7.420999999999822
12152499,1936.8014,1943.7632,6.961800000000039
12152532,1948.7161,1953.773,5.056899999999814
12152654,1935.3863,1936.7402,1.353900000000067
12152723,1940.5137,1948.8252,8.311500000000024
12152857,1941.6989,1946.3963,4.697400000000016
12153134,1927.7255,1936.5657,8.840200000000095
12153768,1922.4252,1928.0113,5.586099999999988
12153972,1933.0898,1935.429,2.339200000000119
12154371,1937.3674,1939.1808,1.8134000000000015
12154558,1942.3851,1949.5283,7.143199999999979
12154675,1942.8541,1948.8678,6.013699999999972
12154874,1944.3437,1948.5515,4.207800000000134
12154967,1956.3294,1961.2936,4.964199999999892
12155060,1933.9269,1943.7457,9.81880000000001
12155080,1932.6783,1940.1476,7.469299999999976
12155153,1899.3451,1925.2156,25.870499999999993
12155169,1900.1067,1902.677,2.570299999999861
12155206,1928.4056,1934.5918,6.186199999999872
12155225,1943.1649,1950.0406,6.875700000000052
12155240,1948.6096,1949.8826,1.2729999999999109
12155302,1954.3172,1966.4064,12.089200000000119
12155409,1970.1893,1976.6276,6.438300000000027
12156096,1956.5246,1963.0119,6.487300000000005
12156482,1968.6001,1970.6592,2.059099999999944
12156801,1965.9929,1968.7237,2.7308000000000447
12157293,1972.1172,1984.2326,12.115400000000136
12157338,1985.54,1987.2849,1.7449000000001433
12157622,1999.043,2003.0846,4.041600000000017
12157920,1993.6407,1994.6798,1.0390999999999622
12158710,1996.37,1999.2968,2.926800000000185
12159158,1992.857,1995.1575,2.3005000000000564
12160492,1998.2327,2003.5775,5.3448000000000775
12160523,2013.0325,2020.3529,7.320400000000063
12160588,2031.5265,2035.7827,4.256200000000035
12160689,2034.0026,2049.6448,15.642200000000003
12160700,2044.5278,2052.8289,8.301099999999906
12160743,2060.0151,2063.0743,3.0592000000001462
12160777,2070.9188,2073.229,2.3101999999998952
12160826,2063.0475,2070.8613,7.813799999999901
12161031,2070.7124,2074.573,3.8605999999999767
12161337,2054.9059,2065.1961,10.290199999999913
12161931,2041.0026,2043.1345,2.1318999999998596
12161970,2043.7528,2048.8405,5.087699999999813
12162085,2055.592,2062.6858,7.093800000000101
12162181,2067.8616,2076.7142,8.852599999999711
12162316,2082.3679,2088.0663,5.698399999999765
12162957,2100.9187,2105.8947,4.975999999999658
12163017,2113.3489,2117.6513,4.302400000000034
12163105,2131.35,2137.0139,5.663900000000012
12163337,2019.4896,2117.3286,97.83899999999971
12163566,2111.2212,2115.6496,4.428400000000238
12163700,2084.3603,2094.3211,9.96080000000029
12164221,2097.4446,2102.3002,4.855600000000322
12164985,2105.5388,2109.8728,4.334000000000287
12165610,2097.3224,2111.0721,13.749699999999848
12165689,2067.9073,2091.4102,23.502899999999954
12165701,2063.7775,2076.8205,13.042999999999665
12165749,2080.3291,2083.5468,3.21770000000015
12165920,2097.8633,2100.122,2.2586999999998625
12166031,2108.6817,2112.025,3.3432999999999993
12166210,2104.3862,2108.0531,3.666900000000169
12167211,2095.6291,2107.5219,11.89280000000008
12167336,2089.9862,2095.9755,5.989300000000185
12167349,2090.7182,2091.5875,0.869300000000294
12167563,2065.5737,2081.683,16.109300000000076
12167590,2061.1637,2072.1584,10.994699999999739
12167629,2076.993,2086.1856,9.192599999999857
12167641,2085.7671,2087.2099,1.4427999999998065
12167785,2087.2637,2089.5141,2.2503999999998996
12167834,2067.8509,2072.321,4.470100000000002
12167880,2058.064,2059.5155,1.4515000000001237
12167936,2026.7795,2039.9796,13.200099999999793
12168112,2015.8619,2033.9284,18.066499999999905
12168142,2007.251,2016.0152,8.764200000000073
12168158,2026.8537,2037.4833,10.62960000000021
12168230,2047.9323,2053.343,5.410699999999906
12168411,2069.9397,2077.3702,7.430499999999938
12168646,2082.7133,2100.4477,17.734400000000278
12168738,2073.8321,2081.0439,7.211800000000039
12168874,2052.8867,2065.3298,12.443099999999959
12168905,2047.9191,2054.0638,6.14469999999983
12168928,2063.3827,2064.325,0.9422999999997046
12168949,2071.854,2074.39,2.536000000000058
12168979,2054.7771,2062.2765,7.499400000000151
12169164,2034.6991,2037.2061,2.507000000000062
12169204,2013.8275,2020.9188,7.091299999999819
12169220,2014.4749,2020.7922,6.317300000000159
12169234,2020.5843,2033.8428,13.258499999999913
12169264,2033.0722,2042.6676,9.595399999999927
12169323,2024.4423,2030.1874,5.745100000000093
12169444,2034.8253,2035.5788,0.7535000000000309
12169477,2031.2206,2032.7582,1.537599999999884
12169495,2037.4862,2039.6884,2.202199999999948
12169759,1994.1918,2014.1967,20.004899999999907
12170041,1997.42,2002.7063,5.286299999999983
12170147,1988.9513,1993.0682,4.116899999999987
12170195,1992.4241,1996.7312,4.307099999999991
12170262,2003.8505,2010.9055,7.055000000000064
12170390,2009.3575,2015.0807,5.723199999999906
12170645,2012.8251,2014.531,1.7058999999999287
12170911,2012.7731,2018.2302,5.457099999999855
