blockNumber,wd_min,wd_max,wd_difference
12108145,1567.7695,1578.9581,11.188599999999951
12108393,1589.8282,1590.3187,0.49050000000011096
12108545,1607.8623,1607.8623,0.0
12108664,,,
12108912,1594.374,1594.374,0.0
12109047,,,
12109068,1577.1797,1578.5406,1.3609000000001288
12109086,1584.011,1592.8956,8.884600000000091
12109100,1592.6548,1598.7144,6.059600000000046
12109164,,,
12109497,1601.1595,1601.1595,0.0
12109776,1612.5722,1612.6926,0.12040000000001783
12110871,1607.438,1607.8563,0.4182999999998174
12110932,1590.6537,1590.6537,0.0
12110948,1585.6025,1587.4016,1.799099999999953
12111397,1617.1705,1617.2333,0.06280000000015207
12111477,1620.033,1620.0622,0.02920000000017353
12111966,1617.3505,1617.4411,0.0905999999999949
12112421,1617.5469,1618.4681,0.9211999999999989
12112655,1619.1855,1619.1855,0.0
12113194,1617.264,1617.3022,0.038200000000188084
12113390,1627.5147,1630.2791,2.7644000000000233
12113904,1623.6498,1625.4251,1.7753000000000156
12114753,1629.0883,1631.4408,2.352500000000191
12114936,1640.8092,1640.8092,0.0
12115006,1648.1609,1648.1609,0.0
12115682,,,
12115742,1660.3618,1660.3734,0.01160000000004402
12116488,,,
12116692,1658.3666,1658.4648,0.09819999999990614
12116831,,,
12117072,1668.2752,1668.2752,0.0
12117184,1680.828,1685.3635,4.535499999999956
12117273,,,
12117644,,,
12117752,1692.1269,1692.1696,0.042699999999967986
12117807,1706.8497,1706.8497,0.0
12117860,1715.6005,1715.6005,0.0
12118011,1707.057,1707.057,0.0
12118067,1701.2719,1701.2729,0.0009999999999763531
12118884,1693.5191,1693.5191,0.0
12119838,1695.2386,1695.8629,0.6243000000001757
12120069,1687.8315,1687.8543,0.022799999999961074
12120330,1691.2507,1693.1061,1.8553999999999178
12120719,1683.2784,1683.4152,0.13679999999999382
12121021,1674.6057,1674.7703,0.16459999999983665
12121475,1680.6091,1680.6091,0.0
12122066,1688.3908,1688.3908,0.0
12123339,1712.6053,1712.6053,0.0
12124265,1715.789,1715.789,0.0
12124461,1709.3389,1709.3389,0.0
12124728,1709.0176,1709.0176,0.0
12125511,,,
12126317,,,
12127034,1712.1542,1712.1542,0.0
12127576,1689.4447,1689.4447,0.0
12128446,,,
12129185,1703.9745,1703.9745,0.0
12129270,1689.8825,1696.0906,6.208100000000059
12129471,1677.5523,1677.5952,0.04289999999991778
12130239,1670.9574,1670.9574,0.0
12130345,1675.626,1675.7321,0.10609999999996944
12131085,1683.182,1687.1348,3.9528000000000247
12131431,1686.6616,1690.2913,3.6297000000001844
12132252,1693.5519,1693.5519,0.0
12133017,1708.4346,1708.4346,0.0
12133165,1714.0738,1730.4675,16.39370000000008
12133178,1730.4933,1730.4933,0.0
12133226,1735.9918,1737.3581,1.3662999999999101
12133351,1746.3678,1746.4707,0.10290000000009059
12133416,1754.1412,1756.8772,2.7359999999998763
12133529,1764.8241,1764.8241,0.0
12134911,1772.2095,1773.2483,1.0388000000000375
12135129,1788.0249,1788.2351,0.21020000000021355
12135285,1792.0541,1798.6601,6.6059999999999945
12135399,1807.3167,1812.8192,5.502499999999827
12135431,1826.3412,1826.3412,0.0
12135440,1824.0591,1828.298,4.238900000000058
12135712,1812.6967,1814.7446,2.047900000000027
12135878,1832.8785,1832.8785,0.0
12136113,1816.4931,1820.8052,4.3121000000001
12136235,1810.784,1811.1388,0.354799999999841
12137060,1808.7706,1808.8988,0.12819999999987886
12137233,1814.5619,1814.5688,0.006900000000086948
12137565,1815.6154,1815.8715,0.2561000000000604
12137831,1799.5013,1799.7595,0.258199999999988
12137958,1792.4102,1796.2439,3.833699999999908
12138540,,,
12139002,1806.1849,1814.2136,8.028700000000072
12139266,1817.5106,1818.9894,1.4787999999998647
12139849,1820.6213,1820.6213,0.0
12139975,1834.7377,1837.7113,2.973600000000033
12140154,1825.3628,1830.0128,4.649999999999864
12140272,1833.9283,1833.9652,0.03690000000005966
12140314,1833.5619,1833.7909,0.22900000000004184
12140490,,,
12140647,1843.3708,1843.5596,0.18880000000012842
12141063,1835.8687,1835.9234,0.0546999999999116
12141235,,,
12141497,,,
12142120,1841.4049,1841.4049,0.0
12142557,1846.5823,1846.6376,0.05529999999998836
12143318,,,
12143477,1845.3429,1845.4144,0.07149999999978718
12143980,1846.4654,1848.039,1.5735999999999422
12144079,1855.0875,1855.4708,0.3832999999999629
12144221,1854.1556,1854.758,0.6023999999999887
12144593,1835.4178,1841.335,5.9172000000000935
12144785,1819.3324,1819.8966,0.564200000000028
12145512,1834.8483,1838.7457,3.897399999999834
12145532,1842.5186,1842.5705,0.051899999999932334
12145868,1850.0812,1850.0812,0.0
12145903,1811.1605,1815.6528,4.492300000000114
12145911,,,
12145950,1777.9307,1792.3341,14.403400000000147
12145962,1778.116,1784.5723,6.456300000000056
12145966,1779.2012,1784.8207,5.619500000000016
12146250,1803.1392,1808.747,5.6077999999999975
12146539,1798.1269,1798.1269,0.0
12146826,1799.4185,1799.5945,0.17599999999993088
12147066,1811.3939,1811.3939,0.0
12147431,1824.7408,1824.7408,0.0
12147630,1830.1686,1834.0493,3.8806999999999334
12147817,1835.3214,1843.1543,7.832899999999881
12148077,,,
12148327,1846.6372,1846.6372,0.0
12148595,,,
12148767,1867.0265,1872.1372,5.110699999999952
12148960,1904.3259,1904.3259,0.0
12149062,1901.8556,1906.0605,4.204899999999952
12149168,1898.8084,1898.8084,0.0
12149322,1912.8828,1924.3355,11.452699999999822
12149413,1917.4286,1917.4663,0.03770000000008622
12149466,1931.716,1931.8851,0.1691000000000713
12149878,1922.9335,1923.9108,0.9773000000000138
12149924,1902.2468,1916.8777,14.63090000000011
12149931,1902.0385,1905.7624,3.723899999999958
12150690,1925.7887,1929.3929,3.6041999999999916
12151077,1928.5304,1928.5304,0.0
12151093,1927.7419,1928.0039,0.2619999999999436
12151590,1911.4281,1911.4281,0.0
12152078,,,
12152143,,,
12152246,,,
12152482,1927.7225,1934.0738,6.35129999999981
12152499,1943.4509,1943.7632,0.3123000000000502
12152532,1952.1151,1952.1151,0.0
12152654,,,
12152723,1940.5137,1948.8252,8.311500000000024
12152857,1946.3963,1946.3963,0.0
12153134,1932.5082,1932.6233,0.11509999999998399
12153768,1927.9783,1928.0113,0.032999999999901775
12153972,1933.0898,1933.1507,0.060899999999946886
12154371,1938.9637,1939.1749,0.21119999999996253
12154558,1944.2958,1949.5283,5.232499999999845
12154675,1948.7026,1948.8678,0.16519999999991342
12154874,1946.3292,1946.6195,0.2903000000001157
12154967,1956.3294,1958.6964,2.366999999999962
12155060,1939.7156,1943.7457,4.030099999999948
12155080,1940.1419,1940.1476,0.005699999999933425
12155153,1901.7587,1925.2156,23.456899999999905
12155169,1900.7207,1902.677,1.9562999999998283
12155206,1932.518,1932.6287,0.11069999999995161
12155225,1944.3854,1950.0406,5.65520000000015
12155240,1949.4242,1949.8826,0.45839999999998327
12155302,1957.553,1966.4064,8.853399999999965
12155409,1970.1893,1976.6276,6.438300000000027
12156096,1956.5246,1963.0119,6.487300000000005
12156482,1968.6001,1968.7543,0.15419999999994616
12156801,1965.9929,1965.9929,0.0
12157293,1975.4079,1981.4413,6.033400000000029
12157338,1985.54,1986.1169,0.5769000000000233
12157622,2003.043,2003.0846,0.041600000000016735
12157920,1994.3764,1994.3764,0.0
12158710,1996.9877,1997.0025,0.014800000000150249
12159158,1992.857,1992.857,0.0
12160492,1998.2327,1998.2327,0.0
12160523,2018.5633,2019.0844,0.5210999999999331
12160588,,,
12160689,2036.199,2044.5278,8.328800000000001
12160700,2044.5278,2052.8289,8.301099999999906
12160743,2060.0151,2060.1512,0.13609999999971478
12160777,2070.9188,2072.165,1.2462000000000444
12160826,2067.5246,2067.6771,0.15249999999969077
12161031,2073.5619,2074.5216,0.9596999999998843
12161337,2055.0689,2055.352,0.2830999999996493
12161931,2041.4198,2041.4198,0.0
12161970,,,
12162085,2062.4126,2062.4126,0.0
12162181,2071.5042,2076.7142,5.210000000000036
12162316,2082.3679,2088.0663,5.698399999999765
12162957,2105.4245,2105.8947,0.4701999999997497
12163017,2113.3489,2113.3489,0.0
12163105,2136.9226,2137.0139,0.09130000000004657
12163337,2073.2499,2111.0368,37.78690000000006
12163566,2114.5067,2115.6496,1.1429000000002816
12163700,2089.232,2093.3854,4.153400000000147
12164221,2101.5005,2102.3002,0.7997000000000298
12164985,2105.9471,2109.341,3.3939000000000306
12165610,2097.3224,2100.4803,3.1579000000001543
12165689,2067.9073,2090.6012,22.693900000000212
12165701,2074.9588,2074.9588,0.0
12165749,2082.8245,2082.8245,0.0
12165920,2097.8633,2097.9879,0.12460000000010041
12166031,2110.1341,2110.1341,0.0
12166210,2104.8816,2108.0531,3.1714999999999236
12167211,2107.5219,2107.5219,0.0
12167336,2090.3453,2094.3113,3.9659999999998945
12167349,,,
12167563,2069.6996,2081.683,11.983400000000074
12167590,2062.0436,2071.2917,9.24810000000025
12167629,2077.8652,2083.5415,5.676299999999628
12167641,2086.2181,2086.2781,0.05999999999994543
12167785,,,
12167834,,,
12167880,2058.064,2058.064,0.0
12167936,2026.7795,2038.7043,11.924800000000005
12168112,2015.8619,2033.9284,18.066499999999905
12168142,2013.5571,2013.5571,0.0
12168158,2026.8537,2037.4833,10.62960000000021
12168230,2047.9323,2052.6879,4.7555999999999585
12168411,2075.405,2076.002,0.5969999999997526
12168646,2088.3352,2088.3352,0.0
12168738,2080.0291,2081.0439,1.0147999999999229
12168874,2052.9672,2065.3298,12.36259999999993
12168905,2047.9191,2052.3991,4.480000000000018
12168928,2063.4325,2063.4393,0.00680000000011205
12168949,2074.39,2074.39,0.0
12168979,2059.3787,2059.5547,0.17599999999993088
12169164,2035.4291,2035.4534,0.02430000000003929
12169204,2018.5073,2020.9188,2.4114999999999327
12169220,,,
12169234,2022.6872,2033.8428,11.155599999999822
12169264,2036.4849,2042.6676,6.182700000000068
12169323,2025.0677,2029.3112,4.24350000000004
12169444,,,
12169477,2031.2206,2031.2381,0.01749999999992724
12169495,2039.4444,2039.4444,0.0
12169759,1994.1918,2014.1967,20.004899999999907
12170041,1997.42,2002.7063,5.286299999999983
12170147,1989.5515,1989.5515,0.0
12170195,1993.1112,1995.8102,2.6989999999998417
12170262,2003.8505,2008.7574,4.9068999999999505
12170390,,,
12170645,2013.1504,2013.1504,0.0
12170911,2012.7731,2016.2015,3.428399999999783
12171252,2009.0015,2009.1526,0.15109999999981483
12171682,2010.2547,2010.8706,0.6159000000000106
12171902,2026.062,2026.1616,0.09960000000000946
12172004,2038.1764,2038.1764,0.0
12172397,2046.4385,2048.0567,1.6182000000001153
12173007,2042.9203,2043.234,0.31369999999992615
12173071,2056.9288,2056.9393,0.010499999999865395
12173286,2071.2619,2071.2619,0.0
12173348,,,
12174191,,,
12175030,2069.4498,2069.4498,0.0
12175076,,,
12175826,2063.796,2063.796,0.0
12176028,2064.6422,2068.4422,3.800000000000182
12176358,,,
12176530,2063.0259,2066.1962,3.17029999999977
12176864,,,
12177358,2041.1808,2041.1808,0.0
12177646,,,
12178088,2019.5504,2020.613,1.062599999999975
12178872,2030.4897,2030.4897,0.0
12179254,2041.031,2041.0989,0.06790000000000873
12179822,2062.5123,2062.561,0.04870000000028085
12180066,2076.2025,2079.4091,3.2065999999999804
12180091,2074.8839,2085.2231,10.339200000000346
12180097,2084.4445,2084.4445,0.0
12180171,2090.6777,2103.3927,12.71499999999969
12180199,,,
12180982,,,
12181793,2104.6513,2104.6513,0.0
12181841,2121.3386,2121.6921,0.35350000000016735
12181903,2114.6806,2114.9371,0.25649999999996
12182565,2105.58,2105.58,0.0
12182610,2090.5607,2090.5607,0.0
12182666,2092.0816,2096.1108,4.029199999999946
12182822,2107.6246,2109.5268,1.9021999999999935
12183058,2139.433,2139.433,0.0
12183159,,,
12183342,,,
12183529,2125.0504,2130.0394,4.989000000000033
12184152,2122.308,2122.308,0.0
12184798,,,
12184856,2108.6525,2108.6525,0.0
12184964,2094.4281,2101.0778,6.649699999999939
12185135,2092.3645,2097.4177,5.053199999999833
12185247,2105.2559,2105.474,0.21810000000004948
12186042,2114.4473,2115.2978,0.8505000000000109
12186512,2112.1935,2112.2798,0.08629999999993743
12186610,2096.5947,2096.5947,0.0
12186645,,,
12186653,2074.9393,2074.9393,0.0
12186696,2046.6841,2058.8513,12.167199999999866
12187082,2078.0543,2078.1838,0.12950000000000728
12187102,2082.8381,2082.8381,0.0
12187118,2084.5641,2084.5641,0.0
12187339,2095.8241,2095.8241,0.0
12187390,2100.6997,2100.6997,0.0
12187391,2100.6997,2100.6997,0.0
12187573,2115.8952,2115.8952,0.0
12187652,2116.3166,2121.7721,5.455500000000029
12187933,2120.5666,2120.5808,0.014200000000073487
12188099,2112.0016,2112.0016,0.0
12188218,,,
12188261,,,
12188347,2116.3089,2116.4148,0.10590000000001965
12188491,2122.9755,2122.9755,0.0
12188627,2106.713,2110.1869,3.473899999999958
12188722,2111.0687,2111.0687,0.0
12188749,2114.1479,2114.1601,0.012200000000120781
12188794,,,
12188987,,,
12189011,,,
12189273,2115.4072,2115.4072,0.0
12189373,2121.3902,2121.3902,0.0
12189480,2113.5056,2120.3916,6.885999999999967
12189526,2102.8327,2102.9227,0.09000000000014552
12189586,2092.0057,2092.4047,0.3989999999998872
12189824,,,
12189989,2101.3791,2101.3791,0.0
12190128,,,
12190396,2107.4779,2107.4779,0.0
12190510,2092.4591,2092.4591,0.0
12190670,,,
12190906,2099.853,2099.853,0.0
12190938,,,
12191075,2088.0495,2091.8656,3.816100000000006
12191202,2093.5112,2093.5372,0.026000000000294676
12191267,2076.7063,2077.0868,0.380500000000211
12191489,2077.2593,2077.6815,0.42219999999997526
12191543,2067.575,2067.575,0.0
12191753,2063.2247,2063.2247,0.0
12191799,2045.6858,2050.1939,4.5081000000002405
12191807,2038.0593,2045.9323,7.873000000000047
12191998,2052.1028,2052.1028,0.0
12192036,2046.8971,2046.8971,0.0
12192252,2016.0466,2016.0466,0.0
